Event.Id,Event.Date,Make,Model,Make_Model,Aircraft.Category,Injury.Severity,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Purpose.of.flight,Aircraft.damage
20100902X40131,2010-08-28,CESSNA,172P,CESSNA 172P,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Instructional,Substantial
20100921X72055,2010-08-28,CESSNA,182Q,CESSNA 182Q,Airplane,Non-Fatal,0.0,0.0,3.0,0.0,VMC,,Unknown,Substantial
20100928X85616,2010-08-28,AERONCA,11AC,AERONCA 11AC,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20100829X13951,2010-08-29,CESSNA,120,CESSNA 120,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Destroyed
20100830X00534,2010-08-29,CESSNA,TU206F,CESSNA TU206F,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20100830X41548,2010-08-29,CIRRUS DESIGN CORP,SR22,CIRRUS DESIGN CORP SR22,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20100831X82057,2010-08-29,STINSON,108-2,STINSON 108-2,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,VMC,,Personal,Substantial
20100830X30919,2010-08-30,CESSNA,182C,CESSNA 182C,Airplane,Fatal,1.0,0.0,0.0,0.0,IMC,,Business,Substantial
20100908X71541,2010-08-30,BOEING,757,BOEING 757,Airplane,,0.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Minor
20100831X14941,2010-08-31,AERO COMMANDER,560E,AERO COMMANDER 560E,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20100831X32952,2010-08-31,AYRES,S2R-G10,AYRES S2R-G10,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,VMC,,Aerial Application,Substantial
20100831X44954,2010-08-31,AVIAT AIRCRAFT INC,A-1B,AVIAT AIRCRAFT INC A-1B,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Public Aircraft,Substantial
20100831X45241,2010-08-31,HILLER,UH 12E,HILLER UH 12E,Helicopter,Fatal,3.0,0.0,0.0,0.0,VMC,,Aerial Observation,Substantial
20100901X33544,2010-08-31,SCHWEIZER,269C,SCHWEIZER 269C,Helicopter,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20100902X35148,2010-08-31,CESSNA,210,CESSNA 210,Airplane,Non-Fatal,0.0,1.0,0.0,1.0,VMC,,Personal,Substantial
20100907X31921,2010-08-31,PIPER,PA-28-140,PIPER PA-28-140,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,VMC,,Instructional,Substantial
20100901X11325,2010-08-31,CESSNA,550,CESSNA 550,Airplane,Fatal,4.0,1.0,0.0,0.0,VMC,,Unknown,Substantial
20100903X41225,2010-09-01,BEECH,D35,BEECH D35,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Personal,Substantial
20100907X92928,2010-09-01,LUSCOMBE,8A,LUSCOMBE 8A,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Personal,Substantial
20100902X42424,2010-09-02,CESSNA,150L,CESSNA 150L,Airplane,Fatal,1.0,0.0,0.0,0.0,VMC,,Banner Tow,Substantial
20100902X53306,2010-09-02,CHAMPION,7KCAB,CHAMPION 7KCAB,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20100903X21857,2010-09-02,PIPER,PA-20,PIPER PA-20,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20100906X30626,2010-09-02,BEECH,65,BEECH 65,Airplane,Fatal,3.0,0.0,0.0,0.0,VMC,,Personal,Substantial
20100907X43340,2010-09-02,BOEING,747,BOEING 747,Airplane,,0.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Minor
20100903X54913,2010-09-03,BOEING,747-44AF,BOEING 747-44AF,Airplane,Fatal,2.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Destroyed
20100904X32616,2010-09-03,BELL,47G,BELL 47G,Helicopter,Non-Fatal,0.0,0.0,1.0,0.0,IMC,,Positioning,Substantial
20100904X45341,2010-09-03,CHAMPION,7EC,CHAMPION 7EC,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,VMC,,Personal,Substantial
20100910X62618,2010-09-03,CESSNA,150C,CESSNA 150C,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20100927X55809,2010-09-03,CESSNA,T188C,CESSNA T188C,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Aerial Application,Substantial
20100928X90559,2010-09-03,NORTH AMERICAN,AT-6,NORTH AMERICAN AT-6,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20100929X01447,2010-09-03,BELL,OH-58,BELL OH-58,Helicopter,Fatal,2.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Substantial
20100904X54109,2010-09-04,CESSNA,150H,CESSNA 150H,Airplane,Fatal,2.0,0.0,0.0,0.0,VMC,,Personal,Substantial
20100906X43338,2010-09-04,CESSNA,182Q,CESSNA 182Q,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Personal,Substantial
20100908X20427,2010-09-04,BOEING,737-7H4,BOEING 737-7H4,Airplane,Non-Fatal,0.0,0.0,0.0,133.0,VMC,,Unknown,
20100908X65810,2010-09-04,CESSNA,207A,CESSNA 207A,Airplane,Non-Fatal,0.0,2.0,1.0,0.0,VMC,,Unknown,Substantial
20100914X01342,2010-09-04,MOONEY,M20J,MOONEY M20J,Airplane,Fatal,2.0,0.0,2.0,0.0,UNKNOWN,,Unknown,Destroyed
20100912X75605,2010-09-05,CESSNA,208,CESSNA 208,Airplane,Non-Fatal,0.0,7.0,0.0,0.0,VMC,,Unknown,Substantial
20100916X80055,2010-09-05,BEECH,E-90,BEECH E-90,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,VMC,,Personal,Substantial
20100906X32724,2010-09-06,PIPER,PA-32RT-300,PIPER PA-32RT-300,Airplane,Fatal,2.0,0.0,2.0,0.0,VMC,,Personal,Substantial
20100907X44720,2010-09-06,CESSNA,140,CESSNA 140,Airplane,Non-Fatal,0.0,1.0,1.0,0.0,VMC,,Personal,Substantial
20100907X80140,2010-09-06,CESSNA,P210N,CESSNA P210N,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20100907X90024,2010-09-06,PIPER,PA-28R-200,PIPER PA-28R-200,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20100913X45606,2010-09-06,CESSNA,A188B,CESSNA A188B,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20100913X70053,2010-09-06,PIPER,PA-18-160,PIPER PA-18-160,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101001X40122,2010-09-06,CESSNA,A185,CESSNA A185,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,VMC,,Personal,Substantial
20100907X72216,2010-09-07,CESSNA,T210,CESSNA T210,Airplane,Fatal,2.0,0.0,0.0,0.0,IMC,,Personal,Substantial
20100908X65049,2010-09-07,PIPER,PA-28-235,PIPER PA-28-235,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20100908X65424,2010-09-07,AEROSPATIALE,SA315,AEROSPATIALE SA315,Helicopter,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Aerial Application,Substantial
20100908X05150,2010-09-08,CESSNA,182T,CESSNA 182T,Airplane,Fatal,1.0,0.0,1.0,0.0,IMC,,Business,Substantial
20100909X41420,2010-09-08,SCHWEIZER,SGS 1-34R,SCHWEIZER SGS 1-34R,Glider,Non-Fatal,0.0,0.0,1.0,0.0,VMC,,Personal,Substantial
20100909X65425,2010-09-09,PIPER,PA-28-161,PIPER PA-28-161,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20100909X75726,2010-09-09,CESSNA,180,CESSNA 180,Airplane,Non-Fatal,0.0,2.0,0.0,0.0,VMC,,Personal,Substantial
20100910X10535,2010-09-09,PIPER,PA-28-181,PIPER PA-28-181,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,VMC,,Personal,Substantial
20100922X21812,2010-09-09,PIPER,PA-18-150,PIPER PA-18-150,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20100910X70057,2010-09-10,AYRES,S2R-G10,AYRES S2R-G10,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Aerial Application,Substantial
20100912X42115,2010-09-10,CESSNA,150,CESSNA 150,Airplane,Non-Fatal,0.0,0.0,2.0,0.0,VMC,,Personal,Substantial
20100912X91459,2010-09-10,EMBRAER,500,EMBRAER 500,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Minor
20100930X62247,2010-09-10,ROBINSON,R44,ROBINSON R44,Helicopter,Fatal,2.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Substantial
20100913X14749,2010-09-11,PIPER,PA-20,PIPER PA-20,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20100913X20146,2010-09-11,PIPER,PA-22-150,PIPER PA-22-150,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20100913X43446,2010-09-11,MAULE,MX7,MAULE MX7,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20100916X32205,2010-09-11,PIPER,J5A,PIPER J5A,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Personal,Substantial
20100917X83854,2010-09-11,PIPER,PA22,PIPER PA22,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,VMC,,Personal,Substantial
20100921X14612,2010-09-11,HUGHES,OH-6A,HUGHES OH-6A,Helicopter,Fatal,1.0,1.0,0.0,0.0,VMC,,Aerial Observation,Substantial
20100912X64456,2010-09-12,PIPER,PA46-310P,PIPER PA46-310P,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Business,Substantial
20100913X45529,2010-09-12,CESSNA,185A,CESSNA 185A,Airplane,Non-Fatal,0.0,3.0,1.0,0.0,VMC,,Personal,Substantial
20100914X82609,2010-09-12,CESSNA,150L,CESSNA 150L,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20100915X61435,2010-09-13,CESSNA,A185F,CESSNA A185F,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101018X25006,2010-09-13,PIPER,PA-12,PIPER PA-12,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20100914X32027,2010-09-14,CESSNA,150M,CESSNA 150M,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20100914X53827,2010-09-14,CESSNA,182S,CESSNA 182S,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20100919X42634,2010-09-14,CESSNA,188,CESSNA 188,Airplane,Fatal,1.0,0.0,0.0,0.0,UNKNOWN,,Aerial Application,Substantial
20100916X55111,2010-09-15,PIPER,PA-34-200T,PIPER PA-34-200T,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Public Aircraft,Substantial
20100916X63553,2010-09-15,CESSNA,T310R,CESSNA T310R,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Personal,Substantial
20100921X33539,2010-09-15,CESSNA,172P,CESSNA 172P,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Instructional,Substantial
20100921X54226,2010-09-15,MOONEY,M20J,MOONEY M20J,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Business,Substantial
20101014X52201,2010-09-15,ROBINSON,R44,ROBINSON R44,Helicopter,Fatal,4.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Substantial
20100916X72850,2010-09-16,PIPER,PA-18,PIPER PA-18,Airplane,Non-Fatal,0.0,1.0,1.0,0.0,VMC,,Personal,Substantial
20100917X24222,2010-09-16,ROBINSON HELICOPTER COMPANY,R44 II,ROBINSON HELICOPTER COMPANY R44 II,Helicopter,Non-Fatal,0.0,0.0,2.0,0.0,VMC,,Personal,Substantial
20100916X10056,2010-09-17,AEROSPATIALE,AS 355F1,AEROSPATIALE AS 355F1,Helicopter,Non-Fatal,0.0,3.0,1.0,0.0,VMC,,Aerial Observation,Substantial
20100917X34608,2010-09-17,CESSNA,T210N,CESSNA T210N,Airplane,Fatal,2.0,0.0,0.0,0.0,VMC,,Personal,Substantial
20100920X01223,2010-09-17,PIPER,PA-18-150,PIPER PA-18-150,Airplane,Non-Fatal,0.0,2.0,0.0,0.0,VMC,,Personal,Substantial
20100924X23946,2010-09-17,ROBINSON HELICOPTER COMPANY,R44 II,ROBINSON HELICOPTER COMPANY R44 II,Helicopter,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Business,Destroyed
20101004X61158,2010-09-17,AIR TRACTOR INC,AT-301,AIR TRACTOR INC AT-301,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Aerial Application,Substantial
20100918X05923,2010-09-18,BELL,OH-58A,BELL OH-58A,Helicopter,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Aerial Application,Substantial
20100918X12115,2010-09-18,BEECH,58,BEECH 58,Airplane,Non-Fatal,0.0,5.0,0.0,0.0,VMC,,Unknown,Substantial
20100918X12923,2010-09-18,BELL,206,BELL 206,Helicopter,Fatal,1.0,0.0,0.0,0.0,VMC,,Unknown,Substantial
20100923X95110,2010-09-18,CESSNA,172D,CESSNA 172D,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20100924X41619,2010-09-18,MCDONNELL DOUGLAS,MD11,MCDONNELL DOUGLAS MD11,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,UNKNOWN,,Unknown,
20100928X10735,2010-09-18,CESSNA,320,CESSNA 320,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20100919X50413,2010-09-19,PIPER,PA-28R-200,PIPER PA-28R-200,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20100919X85738,2010-09-19,PIPER,PA-28-161,PIPER PA-28-161,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20100920X12844,2010-09-19,PIPER,PA-17,PIPER PA-17,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20100920X31404,2010-09-19,PIPER,PA-31-350,PIPER PA-31-350,Airplane,Non-Fatal,0.0,0.0,0.0,6.0,VMC,,Unknown,Substantial
20100920X92820,2010-09-19,DEHAVILLAND,BEAVER DHC-2 MK.1,DEHAVILLAND BEAVER DHC-2 MK.1,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20100920X10659,2010-09-20,PIPER,PA32R,PIPER PA32R,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Positioning,Substantial
20100921X33423,2010-09-20,PIPER,PA-28-140,PIPER PA-28-140,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Personal,Substantial
20100921X95939,2010-09-20,CESSNA,182D,CESSNA 182D,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,VMC,,Personal,Substantial
20100927X10441,2010-09-20,SCHWEIZER,269C,SCHWEIZER 269C,Helicopter,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20100927X34749,2010-09-20,BOEING,737,BOEING 737,Airplane,Non-Fatal,0.0,0.0,0.0,6.0,UNKNOWN,,Unknown,
20100921X52702,2010-09-21,MOONEY,M20C,MOONEY M20C,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20100921X94616,2010-09-21,HILLER,UH-12E,HILLER UH-12E,Helicopter,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Aerial Application,Substantial
20100923X43407,2010-09-21,PIPER,PA-18-150,PIPER PA-18-150,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20100927X92739,2010-09-21,BOEING,747,BOEING 747,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,UNKNOWN,,Unknown,Minor
20100928X11027,2010-09-21,BEECH,D17S,BEECH D17S,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20100923X42153,2010-09-22,PIPER,PA-28-161,PIPER PA-28-161,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20100923X80619,2010-09-22,BELL,412,BELL 412,Helicopter,Non-Fatal,0.0,6.0,0.0,0.0,VMC,,Public Aircraft,Substantial
20100924X92215,2010-09-22,MCDONNELL DOUGLAS,MD-11F,MCDONNELL DOUGLAS MD-11F,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,UNKNOWN,,Unknown,Minor
20100927X44941,2010-09-22,CESSNA,172S,CESSNA 172S,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,VMC,,Personal,Substantial
20100923X00554,2010-09-23,AERO COMMANDER,S2R,AERO COMMANDER S2R,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,VMC,,Aerial Application,Destroyed
20100924X85909,2010-09-23,AERO COMMANDER,500,AERO COMMANDER 500,Airplane,Non-Fatal,0.0,4.0,0.0,0.0,VMC,,Personal,Substantial
20100928X54334,2010-09-23,BOEING,747,BOEING 747,Airplane,Non-Fatal,0.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Minor
20101029X05315,2010-09-23,PIPER,PA34,PIPER PA34,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20100924X30155,2010-09-24,PIPER,PA-44-180,PIPER PA-44-180,Airplane,Fatal,2.0,0.0,0.0,0.0,IMC,,Personal,Destroyed
20100924X35823,2010-09-24,BELL,OH-58A,BELL OH-58A,Helicopter,Non-Fatal,0.0,0.0,1.0,0.0,VMC,,Aerial Application,Substantial
20100925X00525,2010-09-24,BOEING,A75N1,BOEING A75N1,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20100925X01917,2010-09-24,EUROCOPTER,AS-350,EUROCOPTER AS-350,Helicopter,Non-Fatal,0.0,2.0,0.0,0.0,VMC,,Public Aircraft,Substantial
20100925X03544,2010-09-24,PIPER,PA-18-150,PIPER PA-18-150,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20100927X40128,2010-09-24,CESSNA,180C,CESSNA 180C,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20100928X51519,2010-09-24,CESSNA,152,CESSNA 152,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101013X70622,2010-09-24,CHAMPION,8KCAB,CHAMPION 8KCAB,Airplane,Fatal,1.0,0.0,0.0,0.0,UNKNOWN,,Air Race/Show,Substantial
20111031X44724,2010-09-24,AIRBUS,A319 - 132,AIRBUS A319 - 132,Airplane,Non-Fatal,0.0,35.0,0.0,95.0,UNKNOWN,,Unknown,Substantial
20100925X02732,2010-09-25,CESSNA,172,CESSNA 172,Airplane,Fatal,2.0,0.0,1.0,0.0,VMC,,Personal,Substantial
20100927X15716,2010-09-25,CESSNA,172M,CESSNA 172M,Airplane,Non-Fatal,0.0,2.0,0.0,0.0,VMC,,Instructional,Substantial
20100929X30511,2010-09-25,PIPER,PA-28-140,PIPER PA-28-140,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Destroyed
20100929X65334,2010-09-25,CESSNA,172S,CESSNA 172S,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20120816X43836,2010-09-25,BEECH,D55,BEECH D55,Airplane,Fatal,2.0,0.0,0.0,0.0,UNKNOWN,,Ferry,Substantial
20100926X10010,2010-09-26,BEECH,A36TC,BEECH A36TC,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20100926X33046,2010-09-26,CESSNA,150F,CESSNA 150F,Airplane,Fatal,1.0,0.0,0.0,0.0,IMC,,Personal,Substantial
20100927X02720,2010-09-26,BELL,47G,BELL 47G,Helicopter,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Aerial Application,Substantial
20100927X04028,2010-09-26,CESSNA,195,CESSNA 195,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20100927X70141,2010-09-26,CESSNA,310K,CESSNA 310K,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20100928X12406,2010-09-26,BOMBARDIER,CL600 2D24,BOMBARDIER CL600 2D24,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,VMC,,Unknown,Minor
20100927X72556,2010-09-27,PIPER,PA-28-140,PIPER PA-28-140,Airplane,Non-Fatal,0.0,1.0,0.0,1.0,VMC,,Personal,Substantial
20100928X24649,2010-09-28,CESSNA,172RG,CESSNA 172RG,Airplane,Non-Fatal,0.0,1.0,1.0,0.0,VMC,,Instructional,Destroyed
20100928X90000,2010-09-28,CESSNA,310R,CESSNA 310R,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20100930X00358,2010-09-28,BOMBARDIER,CL600 2B19,BOMBARDIER CL600 2B19,Airplane,Non-Fatal,0.0,0.0,0.0,39.0,VMC,,Unknown,Minor
20100930X02655,2010-09-28,CESSNA,172M,CESSNA 172M,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20100930X11103,2010-09-28,CESSNA,T182T,CESSNA T182T,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20100930X14536,2010-09-29,CESSNA,172B,CESSNA 172B,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101004X85003,2010-09-29,BEECH,F90,BEECH F90,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Minor
20101104X75554,2010-09-29,PIPER,PA-18-150,PIPER PA-18-150,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101130X90456,2010-09-29,CESSNA,175,CESSNA 175,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,VMC,,Ferry,Substantial
20100930X34610,2010-09-30,CIRRUS,SR22,CIRRUS SR22,Airplane,Non-Fatal,0.0,1.0,1.0,0.0,IMC,,Personal,Substantial
20100930X45434,2010-09-30,ROBINSON,R22,ROBINSON R22,Helicopter,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Instructional,Substantial
20101001X13012,2010-09-30,PIPER,PA-46-350P,PIPER PA-46-350P,Airplane,Non-Fatal,0.0,0.0,0.0,5.0,VMC,,Business,Substantial
20101001X13003,2010-10-01,CESSNA,550,CESSNA 550,Airplane,Non-Fatal,0.0,7.0,0.0,0.0,IMC,,Executive/corporate,Substantial
20101001X41322,2010-10-01,EUROCOPTER,EC130,EUROCOPTER EC130,Helicopter,Non-Fatal,0.0,0.0,0.0,7.0,VMC,,Unknown,Substantial
20101001X52909,2010-10-01,CESSNA,150F,CESSNA 150F,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101004X44844,2010-10-01,CESSNA,310J,CESSNA 310J,Airplane,Non-Fatal,0.0,2.0,0.0,0.0,VMC,,Personal,Substantial
20101005X94649,2010-10-01,CESSNA,172N,CESSNA 172N,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20101007X11802,2010-10-01,GRUMMAN,G164,GRUMMAN G164,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Aerial Application,Substantial
20101003X41532,2010-10-02,PIPER,PA-12,PIPER PA-12,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20101004X00504,2010-10-02,BOEING,737,BOEING 737,Airplane,Non-Fatal,0.0,0.0,0.0,173.0,UNKNOWN,,Unknown,
20101004X05846,2010-10-02,CESSNA,185,CESSNA 185,Airplane,Fatal,6.0,0.0,0.0,0.0,VMC,,Unknown,Substantial
20101004X53928,2010-10-02,MAULE,MXT-7-180A,MAULE MXT-7-180A,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20101011X52726,2010-10-02,CESSNA,172N,CESSNA 172N,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Instructional,Substantial
20101015X93910,2010-10-02,CESSNA,195,CESSNA 195,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20101019X41128,2010-10-02,CESSNA,182Q,CESSNA 182Q,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101003X04946,2010-10-03,CESSNA,310,CESSNA 310,Airplane,Non-Fatal,0.0,2.0,1.0,0.0,IMC,,Personal,Substantial
20101003X43835,2010-10-03,CESSNA,172D,CESSNA 172D,Airplane,Non-Fatal,0.0,2.0,0.0,0.0,VMC,,Personal,Substantial
20101003X44034,2010-10-03,CESSNA,170B,CESSNA 170B,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101029X33322,2010-10-03,PIPER,PA38,PIPER PA38,Airplane,Fatal,2.0,0.0,0.0,0.0,VMC,,Instructional,Substantial
20101005X94736,2010-10-04,AERONCA,11AC,AERONCA 11AC,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Personal,Substantial
20101006X00507,2010-10-04,BOMBARDIER INC,CL-600-2B19,BOMBARDIER INC CL-600-2B19,Airplane,Non-Fatal,0.0,0.0,1.0,52.0,VMC,,Unknown,
20101006X65829,2010-10-05,CESSNA,402,CESSNA 402,Airplane,Fatal,9.0,0.0,0.0,0.0,VMC,,Unknown,Substantial
20101006X70849,2010-10-05,CESSNA,182P,CESSNA 182P,Airplane,Non-Fatal,0.0,1.0,0.0,1.0,VMC,,Business,Substantial
20101006X95824,2010-10-05,ROCKWELL INTERNATIONAL,S-2R,ROCKWELL INTERNATIONAL S-2R,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Aerial Application,Substantial
20101006X41012,2010-10-06,PIPER,PA-32R-300,PIPER PA-32R-300,Airplane,Non-Fatal,0.0,0.0,2.0,0.0,VMC,,Personal,Substantial
20101007X32553,2010-10-06,SCHWEIZER,269C-1,SCHWEIZER 269C-1,Helicopter,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20101012X13907,2010-10-06,CESSNA,501,CESSNA 501,Airplane,,0.0,0.0,0.0,0.0,UNKNOWN,,Unknown,
20101008X62452,2010-10-08,ROBINSON,R22,ROBINSON R22,Helicopter,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20101008X70224,2010-10-08,BEECH,A35,BEECH A35,Airplane,Fatal,1.0,0.0,1.0,0.0,VMC,,Personal,Substantial
20101008X84830,2010-10-08,PIPER,PA28,PIPER PA28,Airplane,Non-Fatal,0.0,4.0,0.0,0.0,VMC,,Personal,Substantial
20101009X62708,2010-10-08,CESSNA,172,CESSNA 172,Airplane,Fatal,2.0,0.0,0.0,0.0,VMC,,Personal,Substantial
20101012X82340,2010-10-08,CESSNA,175C,CESSNA 175C,Airplane,Non-Fatal,0.0,1.0,0.0,1.0,VMC,,Personal,Substantial
