Event.Id,Event.Date,Make,Model,Make_Model,Aircraft.Category,Injury.Severity,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Purpose.of.flight,Aircraft.damage
20211008104075,2021-03-28,MAULE,MX-7-235,MAULE MX-7-235,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20210329102830,2021-03-29,LUSCOMBE,8A,LUSCOMBE 8A,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20210330102838,2021-03-29,PIPER,PA-28-140,PIPER PA-28-140,Airplane,Non-Fatal,0.0,2.0,0.0,0.0,UNKNOWN,,Personal,Substantial
20210329102826,2021-03-30,PIPER,PA-18A,PIPER PA-18A,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,UNKNOWN,,Personal,Substantial
20210401102849,2021-03-30,CESSNA,150L,CESSNA 150L,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20210405102869,2021-03-30,CESSNA,T206H,CESSNA T206H,Airplane,Fatal,2.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Unknown
20210405102873,2021-03-30,CESSNA,150,CESSNA 150,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,UNKNOWN,,Unknown,Substantial
20210331102847,2021-03-31,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,VMC,,Instructional,Substantial
20210401102857,2021-04-01,PIPER,PA-28-140,PIPER PA-28-140,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20210405102864,2021-04-01,CESSNA,182,CESSNA 182,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20210405102870,2021-04-01,CESSNA,182,CESSNA 182,Airplane,Fatal,1.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Substantial
20210510103061,2021-04-01,PIPER,PA28R,PIPER PA28R,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,UNKNOWN,,Unknown,Minor
20210407102885,2021-04-02,BOEING,737,BOEING 737,Airplane,,0.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Unknown
20210405102866,2021-04-02,PIPER,PA46,PIPER PA46,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,UNKNOWN,,Unknown,Substantial
20210406102877,2021-04-02,CESSNA,180,CESSNA 180,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20210629103368,2021-04-02,PIPER,PA-34-200T,PIPER PA-34-200T,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Unknown,Unknown
20210403102858,2021-04-03,BEECH,B35,BEECH B35,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,VMC,,Personal,Substantial
20210403102859,2021-04-03,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Personal,Substantial
20210404102860,2021-04-03,MOONEY,M20C,MOONEY M20C,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20210406102875,2021-04-03,CESSNA,180,CESSNA 180,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Personal,Substantial
20210419102940,2021-04-03,CESSNA,208B,CESSNA 208B,Airplane,Non-Fatal,0.0,0.0,0.0,5.0,IMC,,Business,Substantial
